Order_Date,Order_Priority,Ord_id
19-01-2011,HIGH,Ord_1391
23-07-2011,CRITICAL,Ord_1392
20-10-2009,HIGH,Ord_1393
08-04-2011,NOT SPECIFIED,Ord_1394
10-06-2011,MEDIUM,Ord_1395
05-02-2012,NOT SPECIFIED,Ord_1396
24-12-2010,HIGH,Ord_1397
28-09-2009,HIGH,Ord_1398
10-03-2012,HIGH,Ord_1399
13-10-2009,MEDIUM,Ord_1400
30-10-2012,CRITICAL,Ord_1401
12-03-2012,HIGH,Ord_1402
23-09-2012,HIGH,Ord_1403
29-04-2011,NOT SPECIFIED,Ord_1404
20-05-2011,NOT SPECIFIED,Ord_1405
28-10-2011,LOW,Ord_1406
21-07-2012,HIGH,Ord_1407
25-11-2009,MEDIUM,Ord_1408
12-07-2012,LOW,Ord_1409
13-01-2010,NOT SPECIFIED,Ord_1410
05-08-2010,CRITICAL,Ord_1411
05-04-2012,NOT SPECIFIED,Ord_1412
16-03-2012,NOT SPECIFIED,Ord_1413
02-11-2009,LOW,Ord_1414
10-04-2011,MEDIUM,Ord_1415
07-01-2009,MEDIUM,Ord_1416
29-10-2012,CRITICAL,Ord_1417
06-11-2009,NOT SPECIFIED,Ord_1418
08-09-2012,LOW,Ord_1419
12-08-2009,MEDIUM,Ord_1420
31-07-2009,MEDIUM,Ord_1421
18-09-2009,MEDIUM,Ord_1422
25-12-2012,MEDIUM,Ord_1423
11-09-2012,NOT SPECIFIED,Ord_1424
13-08-2010,MEDIUM,Ord_1425
29-09-2009,LOW,Ord_1426
18-10-2012,LOW,Ord_1427
12-03-2011,LOW,Ord_1428
24-05-2011,CRITICAL,Ord_1429
20-05-2009,MEDIUM,Ord_1430
10-03-2011,MEDIUM,Ord_1431
18-05-2009,NOT SPECIFIED,Ord_1432
11-08-2009,HIGH,Ord_1433
11-09-2010,NOT SPECIFIED,Ord_1434
07-06-2012,CRITICAL,Ord_1435
26-02-2011,NOT SPECIFIED,Ord_1436
12-01-2012,CRITICAL,Ord_1437
01-04-2012,MEDIUM,Ord_1438
07-02-2011,LOW,Ord_1439
24-10-2011,CRITICAL,Ord_1440
29-07-2010,MEDIUM,Ord_1441
07-10-2011,LOW,Ord_1442
06-05-2012,HIGH,Ord_1443
28-03-2012,HIGH,Ord_1444
29-08-2012,CRITICAL,Ord_1445
14-02-2011,NOT SPECIFIED,Ord_1446
06-04-2010,MEDIUM,Ord_1447
21-12-2011,LOW,Ord_1448
09-10-2009,CRITICAL,Ord_1449
30-07-2011,HIGH,Ord_1450
16-02-2011,CRITICAL,Ord_1451
05-09-2012,NOT SPECIFIED,Ord_1452
10-08-2012,HIGH,Ord_1453
09-11-2012,NOT SPECIFIED,Ord_1454
21-11-2009,CRITICAL,Ord_1455
22-01-2010,LOW,Ord_1456
30-07-2010,HIGH,Ord_1457
03-02-2010,LOW,Ord_1458
11-06-2011,CRITICAL,Ord_1459
26-03-2012,CRITICAL,Ord_1460
18-11-2012,HIGH,Ord_1461
09-04-2010,HIGH,Ord_1462
30-09-2010,LOW,Ord_1463
27-01-2011,HIGH,Ord_1464
18-12-2011,MEDIUM,Ord_1465
25-01-2011,LOW,Ord_1466
17-09-2010,CRITICAL,Ord_1467
30-12-2012,LOW,Ord_1468
09-07-2012,HIGH,Ord_1469
22-04-2011,NOT SPECIFIED,Ord_1470
17-04-2012,MEDIUM,Ord_1471
16-06-2011,HIGH,Ord_1472
04-07-2011,LOW,Ord_1473
30-07-2009,NOT SPECIFIED,Ord_1474
12-04-2011,NOT SPECIFIED,Ord_1475
20-03-2012,NOT SPECIFIED,Ord_1476
19-12-2012,MEDIUM,Ord_1477
15-03-2009,HIGH,Ord_1478
22-11-2010,HIGH,Ord_1479
15-03-2010,CRITICAL,Ord_1480
02-03-2010,HIGH,Ord_1481
15-09-2011,MEDIUM,Ord_1482
24-11-2010,MEDIUM,Ord_1483
14-09-2010,HIGH,Ord_1484
07-08-2011,HIGH,Ord_1485
02-04-2011,MEDIUM,Ord_1486
24-08-2009,MEDIUM,Ord_1487
21-07-2010,LOW,Ord_1488
10-04-2009,NOT SPECIFIED,Ord_1489
17-09-2009,CRITICAL,Ord_1490
06-04-2012,HIGH,Ord_1491
22-02-2010,HIGH,Ord_1492
19-09-2012,LOW,Ord_1493
22-03-2010,CRITICAL,Ord_1494
20-10-2010,MEDIUM,Ord_1495
21-03-2010,MEDIUM,Ord_1496
07-07-2012,LOW,Ord_1497
09-04-2011,CRITICAL,Ord_1498
07-02-2011,CRITICAL,Ord_1499
18-10-2010,LOW,Ord_1500
04-08-2010,LOW,Ord_1501
08-03-2012,LOW,Ord_1502
11-11-2012,HIGH,Ord_1503
29-06-2009,MEDIUM,Ord_1504
16-02-2009,LOW,Ord_1505
27-12-2010,CRITICAL,Ord_1506
25-11-2010,HIGH,Ord_1507
25-11-2009,MEDIUM,Ord_1508
19-08-2012,HIGH,Ord_1509
24-03-2009,NOT SPECIFIED,Ord_1510
29-03-2012,MEDIUM,Ord_1511
16-12-2011,MEDIUM,Ord_1512
27-08-2010,CRITICAL,Ord_1513
10-12-2011,HIGH,Ord_1514
19-10-2012,HIGH,Ord_1515
28-10-2011,NOT SPECIFIED,Ord_1516
13-02-2012,NOT SPECIFIED,Ord_1517
29-09-2010,LOW,Ord_1518
18-11-2010,MEDIUM,Ord_1519
09-11-2009,HIGH,Ord_1520
23-10-2009,MEDIUM,Ord_1521
14-08-2010,HIGH,Ord_1522
18-10-2011,HIGH,Ord_1523
24-09-2012,NOT SPECIFIED,Ord_1524
04-03-2011,MEDIUM,Ord_1525
25-05-2010,HIGH,Ord_1526
13-08-2010,MEDIUM,Ord_1527
10-09-2010,MEDIUM,Ord_1528
05-04-2009,HIGH,Ord_1529
28-01-2012,CRITICAL,Ord_1530
23-02-2009,CRITICAL,Ord_1531
30-08-2011,CRITICAL,Ord_1532
19-12-2010,CRITICAL,Ord_1533
24-03-2010,LOW,Ord_1534
25-05-2012,LOW,Ord_1535
12-12-2009,MEDIUM,Ord_1536
30-11-2010,HIGH,Ord_1537
04-05-2011,MEDIUM,Ord_1538
15-02-2010,CRITICAL,Ord_1539
20-04-2011,LOW,Ord_1540
14-07-2010,CRITICAL,Ord_1541
15-02-2012,LOW,Ord_1542
14-09-2009,NOT SPECIFIED,Ord_1543
12-09-2009,NOT SPECIFIED,Ord_1544
08-05-2012,CRITICAL,Ord_1545
05-05-2009,LOW,Ord_1546
17-04-2011,CRITICAL,Ord_1547
21-05-2009,MEDIUM,Ord_1548
25-06-2010,LOW,Ord_1549
26-10-2012,LOW,Ord_1550
17-07-2010,CRITICAL,Ord_1551
14-05-2012,HIGH,Ord_1552
13-06-2009,LOW,Ord_1553
04-09-2012,LOW,Ord_1554
27-06-2010,HIGH,Ord_1555
09-04-2009,LOW,Ord_1556
24-02-2011,MEDIUM,Ord_1557
18-02-2011,HIGH,Ord_1558
17-08-2009,HIGH,Ord_1559
07-07-2012,LOW,Ord_1560
21-02-2010,NOT SPECIFIED,Ord_1561
30-09-2010,LOW,Ord_1562
12-09-2009,CRITICAL,Ord_1563
04-07-2009,MEDIUM,Ord_1564
31-01-2012,NOT SPECIFIED,Ord_1565
09-10-2011,LOW,Ord_1566
02-02-2012,MEDIUM,Ord_1567
10-02-2009,MEDIUM,Ord_1568
22-05-2011,HIGH,Ord_1569
24-09-2009,MEDIUM,Ord_1570
10-01-2011,LOW,Ord_1571
22-07-2010,HIGH,Ord_1572
26-04-2012,NOT SPECIFIED,Ord_1573
21-12-2010,MEDIUM,Ord_1574
03-10-2011,LOW,Ord_1575
16-02-2010,LOW,Ord_1576
06-10-2012,NOT SPECIFIED,Ord_1577
10-04-2009,CRITICAL,Ord_1578
09-03-2010,CRITICAL,Ord_1579
30-07-2009,HIGH,Ord_1580
07-12-2011,CRITICAL,Ord_1581
20-01-2009,HIGH,Ord_1582
14-05-2010,MEDIUM,Ord_1583
09-04-2012,MEDIUM,Ord_1584
03-12-2010,NOT SPECIFIED,Ord_1585
13-03-2011,HIGH,Ord_1586
14-06-2010,LOW,Ord_1587
09-05-2010,MEDIUM,Ord_1588
17-06-2010,LOW,Ord_1589
09-02-2010,MEDIUM,Ord_1590
03-05-2011,LOW,Ord_1591
24-12-2012,CRITICAL,Ord_1592
28-05-2012,CRITICAL,Ord_1593
19-11-2010,HIGH,Ord_1594
11-02-2009,CRITICAL,Ord_1595
13-11-2012,HIGH,Ord_1596
06-12-2009,NOT SPECIFIED,Ord_1597
14-02-2011,LOW,Ord_1598
06-02-2011,MEDIUM,Ord_1599
01-04-2010,CRITICAL,Ord_1600
21-02-2012,MEDIUM,Ord_1601
06-12-2009,MEDIUM,Ord_1602
27-06-2012,LOW,Ord_1603
22-05-2009,LOW,Ord_1604
05-03-2010,HIGH,Ord_1605
18-06-2009,LOW,Ord_1606
07-05-2012,MEDIUM,Ord_1607
01-04-2012,NOT SPECIFIED,Ord_1608
17-07-2011,LOW,Ord_1609
26-01-2012,MEDIUM,Ord_1610
27-11-2010,NOT SPECIFIED,Ord_1611
28-03-2009,NOT SPECIFIED,Ord_1612
03-12-2012,LOW,Ord_1613
01-02-2010,HIGH,Ord_1614
25-11-2009,MEDIUM,Ord_1615
03-09-2012,CRITICAL,Ord_1616
29-03-2009,NOT SPECIFIED,Ord_1617
17-03-2010,LOW,Ord_1618
04-01-2009,HIGH,Ord_1619
25-05-2011,CRITICAL,Ord_1620
20-05-2011,MEDIUM,Ord_1621
07-09-2011,NOT SPECIFIED,Ord_1622
21-07-2009,LOW,Ord_1623
17-12-2011,CRITICAL,Ord_1624
08-11-2012,HIGH,Ord_1625
09-06-2010,LOW,Ord_1626
04-03-2012,LOW,Ord_1627
21-12-2012,NOT SPECIFIED,Ord_1628
27-02-2009,HIGH,Ord_1629
10-03-2010,MEDIUM,Ord_1630
12-09-2010,MEDIUM,Ord_1631
24-03-2010,LOW,Ord_1632
01-11-2011,NOT SPECIFIED,Ord_1633
04-11-2010,NOT SPECIFIED,Ord_1634
12-12-2009,HIGH,Ord_1635
14-06-2011,LOW,Ord_1636
07-03-2012,LOW,Ord_1637
23-09-2011,NOT SPECIFIED,Ord_1638
22-10-2010,HIGH,Ord_1639
25-04-2012,NOT SPECIFIED,Ord_1640
18-08-2009,MEDIUM,Ord_1641
02-04-2009,CRITICAL,Ord_1642
24-05-2012,CRITICAL,Ord_1643
04-07-2009,MEDIUM,Ord_1644
17-03-2011,HIGH,Ord_1645
16-06-2012,MEDIUM,Ord_1646
15-04-2012,CRITICAL,Ord_1647
24-03-2011,MEDIUM,Ord_1648
02-05-2012,LOW,Ord_1649
04-12-2011,HIGH,Ord_1650
04-10-2010,CRITICAL,Ord_1651
19-09-2009,CRITICAL,Ord_1652
07-12-2009,CRITICAL,Ord_1653
28-08-2011,CRITICAL,Ord_1654
20-03-2012,LOW,Ord_1655
22-01-2010,MEDIUM,Ord_1656
22-10-2012,HIGH,Ord_1657
22-03-2009,NOT SPECIFIED,Ord_1658
16-02-2009,MEDIUM,Ord_1659
04-07-2009,LOW,Ord_1660
25-11-2011,LOW,Ord_1661
11-05-2010,NOT SPECIFIED,Ord_1662
01-05-2010,CRITICAL,Ord_1663
05-01-2009,CRITICAL,Ord_1664
23-03-2009,MEDIUM,Ord_1665
24-03-2009,MEDIUM,Ord_1666
03-01-2010,NOT SPECIFIED,Ord_1667
26-07-2009,LOW,Ord_1668
04-01-2011,HIGH,Ord_1669
01-02-2012,HIGH,Ord_1670
27-10-2010,MEDIUM,Ord_1671
22-08-2011,MEDIUM,Ord_1672
07-06-2010,LOW,Ord_1673
13-05-2012,CRITICAL,Ord_1674
26-05-2012,MEDIUM,Ord_1675
26-02-2012,LOW,Ord_1676
07-10-2011,LOW,Ord_1677
11-04-2012,MEDIUM,Ord_1678
10-12-2012,CRITICAL,Ord_1679
22-12-2009,LOW,Ord_1680
30-04-2012,NOT SPECIFIED,Ord_1681
15-07-2011,MEDIUM,Ord_1682
12-02-2009,MEDIUM,Ord_1683
27-12-2012,HIGH,Ord_1684
19-08-2011,NOT SPECIFIED,Ord_1685
06-02-2011,CRITICAL,Ord_1686
13-09-2012,NOT SPECIFIED,Ord_1687
18-11-2010,HIGH,Ord_1688
25-07-2010,LOW,Ord_1689
29-07-2012,LOW,Ord_1690
21-07-2009,NOT SPECIFIED,Ord_1691
09-12-2010,NOT SPECIFIED,Ord_1692
20-02-2011,HIGH,Ord_1693
13-12-2009,CRITICAL,Ord_1694
24-04-2012,HIGH,Ord_1695
23-02-2012,LOW,Ord_1696
22-01-2012,NOT SPECIFIED,Ord_1697
04-09-2011,CRITICAL,Ord_1698
22-11-2011,MEDIUM,Ord_1699
23-12-2009,HIGH,Ord_1700
23-10-2011,NOT SPECIFIED,Ord_1701
01-03-2009,LOW,Ord_1702
06-08-2012,HIGH,Ord_1703
22-11-2009,MEDIUM,Ord_1704
10-11-2011,NOT SPECIFIED,Ord_1705
27-01-2009,NOT SPECIFIED,Ord_1706
20-11-2010,HIGH,Ord_1707
09-01-2012,HIGH,Ord_1708
18-03-2009,CRITICAL,Ord_1709
13-04-2011,CRITICAL,Ord_1710
21-07-2012,LOW,Ord_1711
15-07-2012,NOT SPECIFIED,Ord_1712
10-10-2009,HIGH,Ord_1713
22-05-2012,LOW,Ord_1714
23-05-2009,NOT SPECIFIED,Ord_1715
16-04-2009,CRITICAL,Ord_1716
26-12-2009,NOT SPECIFIED,Ord_1717
09-10-2010,NOT SPECIFIED,Ord_1718
09-02-2010,CRITICAL,Ord_1719
26-11-2011,LOW,Ord_1720
04-05-2011,CRITICAL,Ord_1721
03-06-2010,NOT SPECIFIED,Ord_1722
28-08-2009,MEDIUM,Ord_1723
13-10-2009,HIGH,Ord_1724
22-12-2009,NOT SPECIFIED,Ord_1725
26-07-2012,LOW,Ord_1726
05-08-2009,MEDIUM,Ord_1727
29-01-2011,MEDIUM,Ord_1728
21-09-2010,NOT SPECIFIED,Ord_1729
03-08-2010,HIGH,Ord_1730
25-07-2012,HIGH,Ord_1731
26-01-2010,LOW,Ord_1732
16-01-2012,CRITICAL,Ord_1733
19-06-2011,MEDIUM,Ord_1734
09-06-2010,MEDIUM,Ord_1735
26-11-2011,HIGH,Ord_1736
05-08-2012,HIGH,Ord_1737
15-02-2011,LOW,Ord_1738
26-05-2011,HIGH,Ord_1739
08-11-2009,LOW,Ord_1740
13-09-2012,LOW,Ord_1741
28-10-2009,HIGH,Ord_1742
08-06-2012,MEDIUM,Ord_1743
02-12-2010,NOT SPECIFIED,Ord_1744
17-10-2012,MEDIUM,Ord_1745
21-09-2012,NOT SPECIFIED,Ord_1746
12-07-2011,HIGH,Ord_1747
22-05-2011,MEDIUM,Ord_1748
10-11-2011,LOW,Ord_1749
18-09-2009,HIGH,Ord_1750
24-02-2009,CRITICAL,Ord_1751
20-03-2009,NOT SPECIFIED,Ord_1752
17-05-2012,HIGH,Ord_1753
17-02-2010,CRITICAL,Ord_1754
02-08-2009,CRITICAL,Ord_1755
17-03-2009,MEDIUM,Ord_1756
09-01-2009,LOW,Ord_1757
02-09-2012,HIGH,Ord_1758
09-04-2009,NOT SPECIFIED,Ord_1759
06-04-2009,LOW,Ord_1760
09-12-2009,MEDIUM,Ord_1761
01-04-2009,NOT SPECIFIED,Ord_1762
05-08-2010,CRITICAL,Ord_1763
28-09-2010,LOW,Ord_1764
17-06-2010,LOW,Ord_1765
10-05-2010,NOT SPECIFIED,Ord_1766
09-12-2012,CRITICAL,Ord_1767
09-04-2012,MEDIUM,Ord_1768
20-11-2009,CRITICAL,Ord_1769
26-07-2009,MEDIUM,Ord_1770
02-04-2009,MEDIUM,Ord_1771
01-06-2011,HIGH,Ord_1772
02-12-2009,LOW,Ord_1773
15-03-2011,LOW,Ord_1774
20-12-2011,MEDIUM,Ord_1775
05-01-2012,HIGH,Ord_1776
10-10-2010,NOT SPECIFIED,Ord_1777
09-04-2012,MEDIUM,Ord_1778
22-07-2012,NOT SPECIFIED,Ord_1779
23-09-2009,LOW,Ord_1780
20-01-2010,MEDIUM,Ord_1781
16-03-2012,HIGH,Ord_1782
10-09-2011,CRITICAL,Ord_1783
18-04-2010,NOT SPECIFIED,Ord_1784
06-12-2012,MEDIUM,Ord_1785
24-01-2009,MEDIUM,Ord_1786
07-03-2010,NOT SPECIFIED,Ord_1787
27-02-2010,LOW,Ord_1788
16-08-2010,LOW,Ord_1789
20-12-2009,HIGH,Ord_1790
05-12-2009,MEDIUM,Ord_1791
27-06-2010,NOT SPECIFIED,Ord_1792
13-05-2009,MEDIUM,Ord_1793
25-02-2011,LOW,Ord_1794
05-06-2011,LOW,Ord_1795
13-03-2010,MEDIUM,Ord_1796
19-09-2009,NOT SPECIFIED,Ord_1797
25-02-2010,LOW,Ord_1798
20-03-2011,HIGH,Ord_1799
10-11-2012,CRITICAL,Ord_1800
29-11-2010,MEDIUM,Ord_1801
14-07-2011,NOT SPECIFIED,Ord_1802
12-05-2012,MEDIUM,Ord_1803
28-12-2009,LOW,Ord_1804
15-03-2009,MEDIUM,Ord_1805
01-03-2011,CRITICAL,Ord_1806
13-07-2012,MEDIUM,Ord_1807
16-11-2011,HIGH,Ord_1808
19-07-2012,MEDIUM,Ord_1809
03-09-2012,HIGH,Ord_1810
19-09-2012,LOW,Ord_1811
01-04-2009,MEDIUM,Ord_1812
03-01-2010,MEDIUM,Ord_1813
24-01-2011,NOT SPECIFIED,Ord_1814
17-05-2010,CRITICAL,Ord_1815
23-09-2011,LOW,Ord_1816
15-09-2011,MEDIUM,Ord_1817
21-12-2012,MEDIUM,Ord_1818
31-10-2009,CRITICAL,Ord_1819
05-01-2012,HIGH,Ord_1820
22-04-2009,MEDIUM,Ord_1821
16-07-2011,LOW,Ord_1822
30-06-2010,HIGH,Ord_1823
24-07-2009,NOT SPECIFIED,Ord_1824
15-10-2010,LOW,Ord_1825
26-02-2009,MEDIUM,Ord_1826
22-10-2012,LOW,Ord_1827
14-04-2009,LOW,Ord_1828
08-09-2010,CRITICAL,Ord_1829
17-09-2010,LOW,Ord_1830
06-08-2011,NOT SPECIFIED,Ord_1831
10-06-2009,HIGH,Ord_1832
20-08-2012,MEDIUM,Ord_1833
15-03-2010,NOT SPECIFIED,Ord_1834
01-11-2012,LOW,Ord_1835
26-07-2012,NOT SPECIFIED,Ord_1836
15-05-2010,HIGH,Ord_1837
28-10-2012,LOW,Ord_1838
21-05-2009,CRITICAL,Ord_1839
02-09-2011,NOT SPECIFIED,Ord_1840
09-10-2012,HIGH,Ord_1841
19-12-2009,MEDIUM,Ord_1842
03-03-2012,MEDIUM,Ord_1843
14-09-2012,HIGH,Ord_1844
08-11-2012,NOT SPECIFIED,Ord_1845
23-02-2010,MEDIUM,Ord_1846
12-03-2010,NOT SPECIFIED,Ord_1847
23-08-2011,LOW,Ord_1848
11-06-2012,MEDIUM,Ord_1849
16-03-2010,LOW,Ord_1850
04-10-2012,NOT SPECIFIED,Ord_1851
05-12-2010,LOW,Ord_1852
06-01-2009,LOW,Ord_1853
02-06-2009,CRITICAL,Ord_1854
22-10-2009,HIGH,Ord_1855
22-10-2010,NOT SPECIFIED,Ord_1856
09-02-2012,NOT SPECIFIED,Ord_1857
01-11-2011,CRITICAL,Ord_1858
13-01-2011,HIGH,Ord_1859
29-04-2009,NOT SPECIFIED,Ord_1860
04-08-2010,CRITICAL,Ord_1861
22-04-2012,LOW,Ord_1862
26-02-2009,CRITICAL,Ord_1863
08-01-2010,CRITICAL,Ord_1864
15-09-2010,MEDIUM,Ord_1865
02-06-2009,NOT SPECIFIED,Ord_1866
25-02-2010,MEDIUM,Ord_1867
23-05-2010,NOT SPECIFIED,Ord_1868
25-07-2010,CRITICAL,Ord_1869
20-01-2011,CRITICAL,Ord_1870
02-01-2010,LOW,Ord_1871
17-03-2011,CRITICAL,Ord_1872
30-09-2009,NOT SPECIFIED,Ord_1873
19-05-2011,MEDIUM,Ord_1874
08-04-2009,LOW,Ord_1875
11-02-2010,HIGH,Ord_1876
31-05-2010,LOW,Ord_1877
22-09-2012,NOT SPECIFIED,Ord_1878
02-06-2012,LOW,Ord_1879
09-12-2012,NOT SPECIFIED,Ord_1880
09-02-2012,LOW,Ord_1881
21-08-2012,CRITICAL,Ord_1882
20-10-2010,LOW,Ord_1883
24-03-2010,MEDIUM,Ord_1884
27-06-2012,LOW,Ord_1885
19-06-2012,LOW,Ord_1886
04-04-2012,CRITICAL,Ord_1887
02-06-2012,MEDIUM,Ord_1888
18-03-2009,HIGH,Ord_1889
13-05-2012,HIGH,Ord_1890
18-10-2011,HIGH,Ord_1891
24-06-2012,NOT SPECIFIED,Ord_1892
12-08-2012,HIGH,Ord_1893
16-10-2010,NOT SPECIFIED,Ord_1894
22-06-2009,LOW,Ord_1895
15-06-2009,CRITICAL,Ord_1896
21-12-2011,NOT SPECIFIED,Ord_1897
28-06-2011,LOW,Ord_1898
14-08-2009,HIGH,Ord_1899
05-01-2012,MEDIUM,Ord_1900
23-08-2012,MEDIUM,Ord_1901
27-05-2009,NOT SPECIFIED,Ord_1902
01-09-2010,LOW,Ord_1903
05-08-2012,HIGH,Ord_1904
16-07-2010,MEDIUM,Ord_1905
08-12-2011,MEDIUM,Ord_1906
19-01-2009,CRITICAL,Ord_1907
29-07-2012,HIGH,Ord_1908
29-04-2010,MEDIUM,Ord_1909
09-12-2012,LOW,Ord_1910
27-07-2009,MEDIUM,Ord_1911
15-01-2010,CRITICAL,Ord_1912
15-06-2009,NOT SPECIFIED,Ord_1913
03-11-2010,HIGH,Ord_1914
28-10-2012,HIGH,Ord_1915
01-12-2010,HIGH,Ord_1916
21-05-2011,NOT SPECIFIED,Ord_1917
02-09-2012,CRITICAL,Ord_1918
16-01-2011,CRITICAL,Ord_1919
12-09-2010,LOW,Ord_1920
27-04-2012,LOW,Ord_1921
31-12-2011,HIGH,Ord_1922
06-11-2010,LOW,Ord_1923
31-01-2011,HIGH,Ord_1924
30-10-2011,HIGH,Ord_1925
26-06-2010,HIGH,Ord_1926
09-03-2010,LOW,Ord_1927
31-10-2010,MEDIUM,Ord_1928
29-07-2009,MEDIUM,Ord_1929
26-07-2009,LOW,Ord_1930
11-01-2009,NOT SPECIFIED,Ord_1931
02-02-2011,CRITICAL,Ord_1932
18-02-2011,CRITICAL,Ord_1933
14-05-2009,NOT SPECIFIED,Ord_1934
10-09-2010,HIGH,Ord_1935
15-04-2010,NOT SPECIFIED,Ord_1936
29-12-2011,HIGH,Ord_1937
29-09-2010,NOT SPECIFIED,Ord_1938
21-02-2009,CRITICAL,Ord_1939
18-05-2009,MEDIUM,Ord_1940
26-10-2009,HIGH,Ord_1941
24-03-2009,CRITICAL,Ord_1942
25-12-2010,CRITICAL,Ord_1943
22-04-2012,HIGH,Ord_1944
17-11-2010,NOT SPECIFIED,Ord_1945
19-12-2010,MEDIUM,Ord_1946
11-09-2012,CRITICAL,Ord_1947
21-07-2009,NOT SPECIFIED,Ord_1948
14-06-2011,NOT SPECIFIED,Ord_1949
04-10-2009,LOW,Ord_1950
21-08-2011,MEDIUM,Ord_1951
21-08-2011,LOW,Ord_1952
24-01-2011,MEDIUM,Ord_1953
27-08-2009,HIGH,Ord_1954
09-03-2010,MEDIUM,Ord_1955
30-10-2012,LOW,Ord_1956
19-10-2010,NOT SPECIFIED,Ord_1957
21-02-2011,CRITICAL,Ord_1958
16-07-2010,LOW,Ord_1959
12-09-2009,NOT SPECIFIED,Ord_1960
11-05-2009,LOW,Ord_1961
03-01-2012,LOW,Ord_1962
21-12-2011,HIGH,Ord_1963
09-12-2009,LOW,Ord_1964
26-10-2011,NOT SPECIFIED,Ord_1965
31-08-2009,NOT SPECIFIED,Ord_1966
18-12-2011,MEDIUM,Ord_1967
17-01-2010,NOT SPECIFIED,Ord_1968
06-06-2009,CRITICAL,Ord_1969
08-05-2011,HIGH,Ord_1970
19-05-2009,LOW,Ord_1971
02-07-2012,NOT SPECIFIED,Ord_1972
27-05-2011,MEDIUM,Ord_1973
27-07-2011,CRITICAL,Ord_1974
26-11-2011,NOT SPECIFIED,Ord_1975
08-11-2012,LOW,Ord_1976
02-04-2011,LOW,Ord_1977
11-01-2010,HIGH,Ord_1978
13-02-2010,NOT SPECIFIED,Ord_1979
12-12-2012,NOT SPECIFIED,Ord_1980
10-06-2010,MEDIUM,Ord_1981
28-12-2010,CRITICAL,Ord_1982
16-10-2010,LOW,Ord_1983
16-03-2010,HIGH,Ord_1984
04-11-2009,CRITICAL,Ord_1985
22-06-2009,MEDIUM,Ord_1986
25-05-2009,HIGH,Ord_1987
20-12-2010,NOT SPECIFIED,Ord_1988
01-06-2010,LOW,Ord_1989
22-12-2011,CRITICAL,Ord_1990
25-11-2010,LOW,Ord_1991
07-01-2010,MEDIUM,Ord_1992
19-12-2009,HIGH,Ord_1993
23-01-2012,NOT SPECIFIED,Ord_1994
12-08-2011,LOW,Ord_1995
14-09-2009,HIGH,Ord_1996
23-12-2012,NOT SPECIFIED,Ord_1997
14-04-2009,MEDIUM,Ord_1998
13-02-2011,MEDIUM,Ord_1999
24-02-2009,CRITICAL,Ord_2000
26-10-2011,CRITICAL,Ord_2001
06-04-2009,CRITICAL,Ord_2002
13-05-2012,CRITICAL,Ord_2003
07-10-2010,NOT SPECIFIED,Ord_2004
29-03-2009,HIGH,Ord_2005
04-09-2012,LOW,Ord_2006
29-04-2011,LOW,Ord_2007
24-04-2011,HIGH,Ord_2008
13-05-2012,HIGH,Ord_2009
30-12-2011,LOW,Ord_2010
29-06-2011,CRITICAL,Ord_2011
15-06-2010,LOW,Ord_2012
14-05-2010,MEDIUM,Ord_2013
03-04-2010,LOW,Ord_2014
17-08-2010,HIGH,Ord_2015
30-05-2010,MEDIUM,Ord_2016
16-01-2012,HIGH,Ord_2017
30-11-2010,CRITICAL,Ord_2018
29-12-2011,CRITICAL,Ord_2019
28-07-2009,CRITICAL,Ord_2020
13-10-2010,MEDIUM,Ord_2021
05-05-2009,MEDIUM,Ord_2022
28-03-2012,MEDIUM,Ord_2023
16-08-2009,LOW,Ord_2024
10-06-2010,HIGH,Ord_2025
15-02-2012,MEDIUM,Ord_2026
16-06-2012,MEDIUM,Ord_2027
27-09-2012,LOW,Ord_2028
26-09-2010,LOW,Ord_2029
20-03-2011,LOW,Ord_2030
06-05-2010,LOW,Ord_2031
09-01-2009,NOT SPECIFIED,Ord_2032
24-02-2011,HIGH,Ord_2033
30-11-2011,NOT SPECIFIED,Ord_2034
31-07-2009,CRITICAL,Ord_2035
26-07-2010,HIGH,Ord_2036
12-10-2012,HIGH,Ord_2037
08-07-2009,LOW,Ord_2038
20-09-2012,CRITICAL,Ord_2039
10-06-2012,CRITICAL,Ord_2040
27-08-2012,HIGH,Ord_2041
07-06-2009,LOW,Ord_2042
25-07-2010,HIGH,Ord_2043
07-01-2009,LOW,Ord_2044
12-05-2010,LOW,Ord_2045
10-11-2009,LOW,Ord_2046
22-08-2009,CRITICAL,Ord_2047
16-10-2010,MEDIUM,Ord_2048
21-03-2011,CRITICAL,Ord_2049
01-09-2012,MEDIUM,Ord_2050
21-06-2010,HIGH,Ord_2051
27-01-2012,MEDIUM,Ord_2052
01-09-2009,CRITICAL,Ord_2053
25-10-2011,MEDIUM,Ord_2054
03-03-2010,MEDIUM,Ord_2055
03-03-2011,LOW,Ord_2056
14-02-2011,NOT SPECIFIED,Ord_2057
25-09-2012,NOT SPECIFIED,Ord_2058
11-11-2011,MEDIUM,Ord_2059
24-06-2009,MEDIUM,Ord_2060
27-07-2011,CRITICAL,Ord_2061
14-02-2012,HIGH,Ord_2062
03-12-2012,CRITICAL,Ord_2063
14-01-2010,CRITICAL,Ord_2064
03-06-2011,HIGH,Ord_2065
30-11-2012,HIGH,Ord_2066
02-06-2010,HIGH,Ord_2067
